name,year,position,forty_perc,three_cone_perc,vertical_perc,broad_perc,bench_perc
Shaud Williams,2004,RB,56.8965517241379,61.9354838709678,53.1914893617021,47.9166666666667,32.3529411764706
Keith Willis,2004,TE,29.3103448275862,41.2903225806452,0,47.9166666666667,50
George Wilson,2004,WR,66.3793103448276,58.0645161290322,57.4468085106383,60.4166666666667,0
Kris Wilson,2004,TE,64.6551724137931,69.6774193548387,57.4468085106383,58.3333333333333,58.8235294117647
Quincy Wilson,2004,RB,66.3793103448276,18.7096774193548,51.0638297872341,56.25,64.7058823529412
Rashaun Woods,2004,WR,71.551724137931,67.0967741935484,74.468085106383,70.8333333333334,0
Renaldo Works,2004,RB,56.0344827586207,46.4516129032258,38.2978723404255,50,50
Jason Wright,2004,RB,61.2068965517241,40,36.1702127659575,41.6666666666667,0
Jared Allen,2005,QB,31.8965517241379,43.8709677419355,25.531914893617,31.25,0
Derek Anderson,2005,QB,26.7241379310345,19.3548387096774,31.9148936170213,20.8333333333333,0
J.J. Arrington,2005,RB,79.3103448275862,74.8387096774194,57.4468085106383,52.0833333333333,41.1764705882353
Billy Bajema,2005,TE,50.8620689655172,59.3548387096774,42.5531914893617,41.6666666666667,35.2941176470588
Adam Bergen,2005,TE,45.6896551724138,55.4838709677419,70.2127659574468,56.25,61.7647058823529
Brock Berlin,2005,QB,41.3793103448276,30.9677419354838,31.9148936170213,31.25,0
DeCori Birmingham,2005,RB,67.2413793103448,54.1935483870968,55.3191489361702,50,29.4117647058824
Larry Brackins,2005,WR,62.0689655172414,52.258064516129,57.4468085106383,35.4166666666667,0
Mark Bradley,2005,WR,81.0344827586207,65.1612903225806,76.5957446808511,77.0833333333334,0
Nehemiah Broughton,2005,RB,65.5172413793103,27.741935483871,36.1702127659575,35.4166666666667,61.7647058823529
Reggie Brown,2005,WR,73.2758620689656,63.2258064516129,85.1063829787234,77.0833333333334,0
Ronnie Brown,2005,RB,78.448275862069,56.1290322580645,53.1914893617021,54.1666666666667,41.1764705882353
Jason Campbell,2005,QB,56.0344827586207,35.4838709677419,0,0,0
Timmy Chang,2005,QB,23.2758620689656,47.0967741935484,31.9148936170213,25,0
Mark Clayton,2005,WR,81.0344827586207,65.8064516129032,63.8297872340426,54.1666666666667,0
DeAndra Cobb,2005,RB,72.4137931034483,54.1935483870968,53.1914893617021,56.25,38.2352941176471
Airese Currie,2005,WR,73.2758620689656,59.3548387096774,70.2127659574468,70.8333333333334,0
Anthony Davis,2005,RB,72.4137931034483,37.4193548387097,70.2127659574468,58.3333333333333,41.1764705882353
Josh Davis,2005,WR,70.6896551724138,50.3225806451613,68.0851063829787,56.25,0
Joel Dreessen,2005,TE,51.7241379310345,56.7741935483871,61.7021276595745,41.6666666666667,52.9411764705882
Ryan Fitzpatrick,2005,QB,43.1034482758621,56.7741935483871,38.2978723404255,25,0
Charles Frederick,2005,WR,50.8620689655172,36.1290322580645,48.936170212766,35.4166666666667,0
Charlie Frye,2005,QB,44.8275862068966,66.4516129032258,48.936170212766,37.5,0
Lionel Gates,2005,RB,56.0344827586207,51.6129032258065,61.7021276595745,56.25,55.8823529411765
Fred Gibson,2005,WR,68.9655172413793,60.6451612903226,72.3404255319149,72.9166666666667,0
Howard Gilmore,2005,WR,54.3103448275862,26.4516129032258,61.7021276595745,45.8333333333333,0
Ryan Grant,2005,RB,75,57.4193548387097,51.0638297872341,50,38.2352941176471
David Greene,2005,QB,49.1379310344828,62.5806451612903,42.5531914893617,45.8333333333333,0
Kelly Griffeth,2005,TE,37.9310344827587,46.4516129032258,27.6595744680851,20.8333333333333,50
Gino Guidugli,2005,QB,28.448275862069,36.1290322580645,31.9148936170213,12.5,0
Josh Haldi,2005,QB,59.4827586206897,69.6774193548387,48.936170212766,45.8333333333333,0
Reggie Harrell,2005,WR,65.5172413793103,35.4838709677419,57.4468085106383,41.6666666666667,0
Kay-Jay Harris,2005,RB,66.3793103448276,49.6774193548387,70.2127659574468,58.3333333333333,0
Noah Herron,2005,RB,60.3448275862069,65.8064516129032,40.4255319148936,33.3333333333333,38.2352941176471
Efrem Hill,2005,WR,62.9310344827587,35.4838709677419,68.0851063829787,66.6666666666667,0
Tony Jackson,2005,TE,52.5862068965517,30.3225806451613,48.936170212766,43.75,55.8823529411765
Brandon Jacobs,2005,RB,69.8275862068966,28.3870967741935,65.9574468085106,56.25,44.1176470588235
Brandon Jones,2005,WR,77.5862068965517,60.6451612903226,65.9574468085106,47.9166666666667,0
Dave Kashetta,2005,TE,40.5172413793103,40.6451612903226,59.5744680851064,45.8333333333333,38.2352941176471
Stefan LeFors,2005,QB,65.5172413793103,60.6451612903226,40.4255319148936,41.6666666666667,0
Dustin Long,2005,QB,58.6206896551724,77.4193548387097,38.2978723404255,35.4166666666667,0
Tony Madison,2005,WR,73.2758620689656,53.5483870967742,74.468085106383,62.5,0
Tommy Manus,2005,WR,65.5172413793103,49.6774193548387,70.2127659574468,60.4166666666667,0
Leron McCoy,2005,WR,82.7586206896552,50.3225806451613,65.9574468085106,58.3333333333333,0
T.A. McLendon,2005,RB,54.3103448275862,40.6451612903226,57.4468085106383,50,67.6470588235294
Adrian McPherson,2005,QB,55.1724137931034,67.0967741935484,55.3191489361702,77.0833333333334,52.9411764705882
Ryan Moats,2005,RB,75.8620689655172,48.3870967741936,61.7021276595745,52.0833333333333,44.1176470588235
Vernand Morency,2005,RB,74.1379310344828,61.2903225806452,51.0638297872341,35.4166666666667,44.1176470588235
Craig Ochs,2005,QB,39.6551724137931,60.6451612903226,29.7872340425532,20.8333333333333,0
Dan Orlovsky,2005,QB,33.6206896551724,41.2903225806452,34.0425531914894,29.1666666666667,0
Kyle Orton,2005,QB,22.4137931034483,38.0645161290323,21.2765957446809,0,0
Chad Owens,2005,WR,61.2068965517241,81.9354838709677,65.9574468085106,39.5833333333333,55.8823529411765
Alvin Pearman,2005,RB,62.0689655172414,58.7096774193549,53.1914893617021,43.75,58.8235294117647
Tab Perry,2005,WR,76.7241379310345,62.5806451612903,53.1914893617021,52.0833333333333,0
Bobby Purify,2005,RB,60.3448275862069,48.3870967741936,51.0638297872341,52.0833333333333,32.3529411764706
Bryan Randall,2005,QB,56.0344827586207,64.5161290322581,48.936170212766,43.75,0
Jamaica Rector,2005,WR,75,76.7741935483871,63.8297872340426,58.3333333333333,38.2352941176471
Walter Reyes,2005,RB,73.2758620689656,47.7419354838709,44.6808510638298,35.4166666666667,35.2941176470588
Dante Ridgeway,2005,WR,66.3793103448276,45.1612903225807,48.936170212766,54.1666666666667,0
Chris Rix,2005,QB,55.1724137931034,28.3870967741935,51.0638297872341,45.8333333333333,0
Courtney Roby,2005,WR,82.7586206896552,88.3870967741936,63.8297872340426,70.8333333333334,0
Aaron Rodgers,2005,QB,53.448275862069,38.0645161290323,55.3191489361702,39.5833333333333,0
Bo Scaife,2005,TE,50,49.0322580645161,46.8085106382979,39.5833333333333,58.8235294117647
Eric Shelton,2005,RB,68.9655172413793,32.9032258064516,72.3404255319149,64.5833333333334,0
Alex Smith,2005,QB,50.8620689655172,74.1935483870968,44.6808510638298,45.8333333333333,0
Darren Sproles,2005,RB,75.8620689655172,65.1612903225806,48.936170212766,22.9166666666667,55.8823529411765
Jason White,2005,QB,37.9310344827587,44.516129032258,40.4255319148936,22.9166666666667,0
Carnell Williams,2005,RB,81.0344827586207,65.8064516129032,59.5744680851064,56.25,44.1176470588235
Troy Williamson,2005,WR,88.7931034482759,63.2258064516129,65.9574468085106,0,0
Joseph Addai,2006,RB,81.0344827586207,56.7741935483871,65.9574468085106,70.8333333333334,41.1764705882353
David Anderson,2006,WR,66.3793103448276,70.3225806451613,53.1914893617021,52.0833333333333,0
Devin Aromashodu,2006,WR,83.6206896551724,60,74.468085106383,60.4166666666667,0
Miles Austin,2006,WR,75,56.7741935483871,80.8510638297872,66.6666666666667,50
Brett Basanez,2006,QB,50,78.7096774193548,53.1914893617021,47.9166666666667,0
Hank Baskett,2006,WR,73.2758620689656,76.1290322580645,57.4468085106383,58.3333333333333,0
Mike Bell,2006,RB,64.6551724137931,52.258064516129,42.5531914893617,43.75,44.1176470588235
Damarius Bilbo,2006,WR,55.1724137931034,69.0322580645161,63.8297872340426,50,44.1176470588235
Jovon Bouknight,2006,WR,55.1724137931034,67.0967741935484,53.1914893617021,60.4166666666667,0
Brian Calhoun,2006,RB,66.3793103448276,59.3548387096774,42.5531914893617,68.75,41.1764705882353
Jason Carter,2006,WR,64.6551724137931,69.6774193548387,48.936170212766,52.0833333333333,0
Marques Colston,2006,WR,71.551724137931,66.4516129032258,65.9574468085106,66.6666666666667,35.2941176470588
Brodie Croyle,2006,QB,37.0689655172414,40.6451612903226,38.2978723404255,27.0833333333333,0
Jay Cutler,2006,QB,48.2758620689656,56.1290322580645,0,0,55.8823529411765
Owen Daniels,2006,TE,61.2068965517241,70.9677419354839,55.3191489361702,47.9166666666667,55.8823529411765
P.J. Daniels,2006,RB,61.2068965517241,54.1935483870968,48.936170212766,52.0833333333333,50
Charles Davis,2006,TE,37.0689655172414,28.3870967741935,42.5531914893617,35.4166666666667,67.6470588235294
Vernon Davis,2006,TE,84.4827586206897,62.5806451612903,87.2340425531915,77.0833333333334,85.2941176470588
Tim Day,2006,TE,52.5862068965517,60.6451612903226,57.4468085106383,37.5,58.8235294117647
Chris Denney,2006,WR,61.2068965517241,61.2903225806452,48.936170212766,39.5833333333333,26.4705882352941
Maurice Drew,2006,RB,80.1724137931034,57.4193548387097,61.7021276595745,52.0833333333333,41.1764705882353
Bruce Eugene,2006,QB,20.6896551724138,0,25.531914893617,6.25,0
Anthony Fasano,2006,TE,43.9655172413793,66.4516129032258,51.0638297872341,43.75,44.1176470588235
Daniel Fells,2006,TE,37.0689655172414,45.1612903225807,34.0425531914894,35.4166666666667,44.1176470588235
Quinton Ganther,2006,RB,69.8275862068966,50.3225806451613,57.4468085106383,58.3333333333333,73.5294117647059
Bruce Gradkowski,2006,QB,63.7931034482759,54.8387096774193,53.1914893617021,33.3333333333333,0
Darrell Hackney,2006,QB,43.9655172413793,22.5806451612903,48.936170212766,39.5833333333333,0
Marques Hagans,2006,RB,62.9310344827587,60.6451612903226,57.4468085106383,47.9166666666667,0
Andre Hall,2006,RB,79.3103448275862,38.0645161290323,48.936170212766,45.8333333333333,41.1764705882353
Jerome Harrison,2006,RB,75.8620689655172,77.4193548387097,55.3191489361702,68.75,44.1176470588235
Mike Hass,2006,WR,62.9310344827587,64.5161290322581,44.6808510638298,52.0833333333333,0
Taurean Henderson,2006,RB,59.4827586206897,61.9354838709678,46.8085106382979,43.75,0
Matt Henshaw,2006,TE,52.5862068965517,34.1935483870967,31.9148936170213,41.6666666666667,35.2941176470588
Ed Hinkel,2006,WR,70.6896551724138,64.5161290322581,53.1914893617021,52.0833333333333,0
Cedric Humes,2006,RB,59.4827586206897,58.0645161290322,38.2978723404255,31.25,41.1764705882353
Chad Jackson,2006,WR,87.9310344827587,80,72.3404255319149,64.5833333333334,0
Tarvaris Jackson,2006,QB,57.7586206896552,36.7741935483871,42.5531914893617,33.3333333333333,52.9411764705882
Omar Jacobs,2006,QB,43.9655172413793,32.258064516129,46.8085106382979,35.4166666666667,0
Adam Jennings,2006,WR,78.448275862069,70.3225806451613,68.0851063829787,56.25,0
Greg Jennings,2006,WR,77.5862068965517,83.2258064516129,63.8297872340426,54.1666666666667,0
Jeff King,2006,TE,42.2413793103448,63.2258064516129,46.8085106382979,37.5,50
Joe Klopfenstein,2006,TE,62.0689655172414,37.4193548387097,61.7021276595745,43.75,67.6470588235294
Greg Lee,2006,WR,66.3793103448276,75.4838709677419,59.5744680851064,47.9166666666667,0
Marcedes Lewis,2006,TE,45.6896551724138,47.0967741935484,65.9574468085106,56.25,55.8823529411765
Travis Lulay,2006,QB,54.3103448275862,67.0967741935484,57.4468085106383,41.6666666666667,0
Wali Lundy,2006,RB,73.2758620689656,63.2258064516129,57.4468085106383,41.6666666666667,41.1764705882353
Brandon Marshall,2006,WR,71.551724137931,59.3548387096774,65.9574468085106,60.4166666666667,70.5882352941177
Ingle Martin,2006,QB,56.0344827586207,54.1935483870968,61.7021276595745,41.6666666666667,0
Wendell Mathis,2006,RB,71.551724137931,67.0967741935484,48.936170212766,54.1666666666667,47.0588235294118
Reggie McNeal,2006,QB,81.0344827586207,65.1612903225806,44.6808510638298,62.5,0
Erik Meyer,2006,QB,57.7586206896552,73.5483870967742,46.8085106382979,43.75,0
DonTrell Moore,2006,RB,62.0689655172414,56.1290322580645,44.6808510638298,52.0833333333333,41.1764705882353
Martin Nance,2006,WR,68.1034482758621,68.3870967741935,51.0638297872341,43.75,0
Barrick Nealy,2006,QB,62.0689655172414,66.4516129032258,46.8085106382979,47.9166666666667,0
Jerious Norwood,2006,RB,83.6206896551724,74.8387096774194,63.8297872340426,64.5833333333334,32.3529411764706
Ben Obomanu,2006,WR,79.3103448275862,50.9677419354839,70.2127659574468,52.0833333333333,0
Jonathan Orr,2006,WR,77.5862068965517,42.5806451612903,59.5744680851064,58.3333333333333,0
Paul Pinegar,2006,QB,19.8275862068966,39.3548387096774,31.9148936170213,39.5833333333333,0
Jason Pociask,2006,TE,42.2413793103448,42.5806451612903,46.8085106382979,50,55.8823529411765
Leonard Pope,2006,TE,60.3448275862069,32.258064516129,68.0851063829787,56.25,52.9411764705882
Quinton Porter,2006,QB,56.0344827586207,78.0645161290323,51.0638297872341,52.0833333333333,0
Willie Reid,2006,WR,82.7586206896552,58.7096774193549,68.0851063829787,54.1666666666667,0
Cory Rodgers,2006,WR,61.2068965517241,38.7096774193548,51.0638297872341,39.5833333333333,0
Derrick Ross,2006,RB,65.5172413793103,62.5806451612903,57.4468085106383,43.75,47.0588235294118
Richie Ross,2006,WR,62.9310344827587,65.8064516129032,65.9574468085106,60.4166666666667,0
Tony Scheffler,2006,TE,68.9655172413793,74.8387096774194,51.0638297872341,50,38.2352941176471
D.J. Shockley,2006,QB,65.5172413793103,58.0645161290322,68.0851063829787,62.5,0
Brad Smith,2006,WR,74.1379310344828,62.5806451612903,76.5957446808511,77.0833333333334,0
Kent Smith,2006,QB,62.9310344827587,36.1290322580645,57.4468085106383,64.5833333333334,0
Clinton Solomon,2006,WR,66.3793103448276,51.6129032258065,48.936170212766,47.9166666666667,0
Maurice Stovall,2006,WR,67.2413793103448,74.8387096774194,57.4468085106383,64.5833333333334,0
Quinn Sypniewski,2006,TE,49.1379310344828,56.7741935483871,46.8085106382979,47.9166666666667,47.0588235294118
David Thomas,2006,TE,56.0344827586207,59.3548387096774,68.0851063829787,45.8333333333333,44.1176470588235
Marcus Vick,2006,QB,74.1379310344828,66.4516129032258,61.7021276595745,54.1666666666667,0
Cooper Wallace,2006,TE,46.551724137931,43.8709677419355,31.9148936170213,29.1666666666667,50
Leon Washington,2006,RB,75.8620689655172,66.4516129032258,46.8085106382979,29.1666666666667,38.2352941176471
Todd Watkins,2006,WR,81.0344827586207,54.1935483870968,61.7021276595745,56.25,32.3529411764706
Jeff Webb,2006,WR,81.0344827586207,74.8387096774194,65.9574468085106,72.9166666666667,0
Terrence Whitehead,2006,RB,55.1724137931034,49.0322580645161,38.2978723404255,35.4166666666667,0
Charlie Whitehurst,2006,QB,52.5862068965517,62.5806451612903,48.936170212766,43.75,0
Brandon Williams,2006,WR,75,70.9677419354839,55.3191489361702,50,100
T.J. Williams,2006,TE,53.448275862069,30.9677419354838,53.1914893617021,41.6666666666667,61.7647058823529
Travis Wilson,2006,WR,72.4137931034483,81.9354838709677,63.8297872340426,60.4166666666667,0
Michael Allan,2007,TE,56.8965517241379,42.5806451612903,61.7021276595745,66.6666666666667,44.1176470588235
Dallas Baker,2007,WR,67.2413793103448,82.5806451612903,61.7021276595745,79.1666666666667,0
John Beck,2007,QB,50.8620689655172,74.8387096774194,34.0425531914894,41.6666666666667,0
Kevin Boss,2007,TE,50,65.1612903225806,57.4468085106383,52.0833333333333,0
Dwayne Bowe,2007,WR,68.1034482758621,74.8387096774194,48.936170212766,70.8333333333334,0
Ahmad Bradshaw,2007,RB,65.5172413793103,81.9354838709677,53.1914893617021,43.75,0
Steve Breaston,2007,WR,76.7241379310345,69.0322580645161,48.936170212766,68.75,0
Eldra Buckley,2007,RB,65.5172413793103,16.7741935483871,59.5744680851064,60.4166666666667,29.4117647058824
Scott Chandler,2007,TE,46.551724137931,45.8064516129032,36.1702127659575,41.6666666666667,35.2941176470588
David Clowney,2007,WR,84.4827586206897,62.5806451612903,46.8085106382979,66.6666666666667,0
Daniel Coats,2007,TE,33.6206896551724,58.0645161290322,36.1702127659575,41.6666666666667,88.2352941176471
Jemalle Cornelius,2007,WR,67.2413793103448,63.2258064516129,55.3191489361702,66.6666666666667,0
Jon Cornish,2007,RB,62.0689655172414,56.7741935483871,53.1914893617021,56.25,0
Kenneth Darby,2007,RB,52.5862068965517,46.4516129032258,36.1702127659575,35.4166666666667,44.1176470588235
Chris Davis,2007,WR,74.1379310344828,84.5161290322581,59.5744680851064,50,32.3529411764706
Trent Edwards,2007,QB,50.8620689655172,53.5483870967742,0,0,44.1176470588235
Aaron Fairooz,2007,WR,73.2758620689656,69.6774193548387,61.7021276595745,70.8333333333334,0
Yamon Figurs,2007,WR,88.7931034482759,72.2580645161291,0,66.6666666666667,0
Luke Getsy,2007,QB,32.7586206896552,65.8064516129032,46.8085106382979,31.25,0
Anthony Gonzalez,2007,WR,78.448275862069,92.258064516129,70.2127659574468,66.6666666666667,0
Matt Gutierrez,2007,QB,28.448275862069,63.2258064516129,34.0425531914894,35.4166666666667,0
Jonny Harline,2007,TE,44.8275862068966,59.3548387096774,29.7872340425532,31.25,32.3529411764706
Chris Henry,2007,RB,82.7586206896552,65.1612903225806,61.7021276595745,75,64.7058823529412
JohnnieLee Higgins,2007,WR,75.8620689655172,87.0967741935484,63.8297872340426,64.5833333333334,0
Jason Hill,2007,WR,87.9310344827587,61.2903225806452,65.9574468085106,66.6666666666667,0
Johnathan Holland,2007,WR,77.5862068965517,54.8387096774193,59.5744680851064,60.4166666666667,32.3529411764706
Nate Ilaoa,2007,RB,50,56.1290322580645,36.1702127659575,25,61.7647058823529
Kenny Irons,2007,RB,75,50.9677419354839,34.0425531914894,41.6666666666667,20.5882352941176
Brandon Jackson,2007,RB,69.8275862068966,62.5806451612903,65.9574468085106,64.5833333333334,50
Drisan James,2007,WR,68.1034482758621,56.7741935483871,74.468085106383,79.1666666666667,29.4117647058824
Jacoby Jones,2007,WR,70.6896551724138,60.6451612903226,53.1914893617021,79.1666666666667,0
James Jones,2007,WR,68.1034482758621,58.7096774193549,53.1914893617021,58.3333333333333,52.9411764705882
Kevin Kolb,2007,QB,41.3793103448276,66.4516129032258,46.8085106382979,43.75,0
Toby Korrodi,2007,QB,0,12.9032258064516,14.8936170212766,0,0
Chris Leak,2007,QB,51.7241379310345,60.6451612903226,46.8085106382979,45.8333333333333,0
Brian Leonard,2007,RB,71.551724137931,70.3225806451613,55.3191489361702,64.5833333333334,70.5882352941177
Marshawn Lynch,2007,RB,76.7241379310345,59.3548387096774,59.5744680851064,70.8333333333334,47.0588235294118
Marquay McDaniel,2007,WR,68.1034482758621,54.1935483870968,51.0638297872341,47.9166666666667,44.1176470588235
Robert Meachem,2007,WR,83.6206896551724,64.5161290322581,68.0851063829787,62.5,0
Zach Miller,2007,TE,41.3793103448276,61.9354838709678,53.1914893617021,50,0
Martrez Milner,2007,TE,46.551724137931,40,53.1914893617021,54.1666666666667,44.1176470588235
Ryan Moore,2007,WR,69.8275862068966,70.9677419354839,44.6808510638298,39.5833333333333,0
Joe Newton,2007,TE,39.6551724137931,40,40.4255319148936,37.5,47.0588235294118
Greg Olsen,2007,TE,72.4137931034483,60,59.5744680851064,47.9166666666667,55.8823529411765
Tyler Palko,2007,QB,42.2413793103448,59.3548387096774,42.5531914893617,43.75,0
Jordan Palmer,2007,QB,32.7586206896552,41.9354838709677,38.2978723404255,27.0833333333333,0
Ben Patrick,2007,TE,54.3103448275862,49.0322580645161,55.3191489361702,41.6666666666667,0
Adrian Peterson,2007,RB,82.7586206896552,56.7741935483871,72.3404255319149,75,0
James Pinkney,2007,QB,48.2758620689656,40,53.1914893617021,43.75,0
Antonio Pittman,2007,RB,81.8965517241379,72.9032258064516,59.5744680851064,66.6666666666667,35.2941176470588
Anthony Pudewell,2007,TE,25.8620689655172,42.5806451612903,17.0212765957447,20.8333333333333,32.3529411764706
Jerard Rabb,2007,WR,66.3793103448276,63.2258064516129,63.8297872340426,70.8333333333334,0
Sidney Rice,2007,WR,72.4137931034483,56.7741935483871,76.5957446808511,58.3333333333333,0
Laurent Robinson,2007,WR,80.1724137931034,73.5483870967742,74.468085106383,75,44.1176470588235
Ryne Robinson,2007,WR,75,81.2903225806452,57.4468085106383,66.6666666666667,0
Dante Rosario,2007,TE,49.1379310344828,65.1612903225806,61.7021276595745,50,47.0588235294118
Jeff Rowe,2007,QB,39.6551724137931,80.6451612903226,34.0425531914894,47.9166666666667,0
Kolby Smith,2007,RB,73.2758620689656,48.3870967741936,70.2127659574468,47.9166666666667,41.1764705882353
Steve Smith,2007,WR,79.3103448275862,83.2258064516129,70.2127659574468,60.4166666666667,0
Drew Stanton,2007,QB,51.7241379310345,77.4193548387097,38.2978723404255,35.4166666666667,0
John Stocco,2007,QB,23.2758620689656,43.8709677419355,23.4042553191489,27.0833333333333,0
Chansi Stuckey,2007,WR,68.1034482758621,68.3870967741935,57.4468085106383,60.4166666666667,0
Josh Swogger,2007,QB,19.8275862068966,46.4516129032258,29.7872340425532,33.3333333333333,0
Courtney Taylor,2007,WR,73.2758620689656,48.3870967741936,61.7021276595745,64.5833333333334,0
Ramonce Taylor,2007,RB,75,63.8709677419354,53.1914893617021,70.8333333333334,0
Zac Taylor,2007,QB,25,37.4193548387097,38.2978723404255,39.5833333333333,0
Matt Trannon,2007,WR,67.2413793103448,56.7741935483871,63.8297872340426,56.25,26.4705882352941
Chad Upshaw,2007,TE,38.7931034482759,47.7419354838709,51.0638297872341,35.4166666666667,35.2941176470588
Darius Walker,2007,RB,69.8275862068966,50.9677419354839,80.8510638297872,66.6666666666667,44.1176470588235
Mike Walker,2007,WR,83.6206896551724,67.741935483871,63.8297872340426,62.5,41.1764705882353
Chandler Williams,2007,WR,78.448275862069,63.2258064516129,46.8085106382979,66.6666666666667,0
Paul Williams,2007,WR,75.8620689655172,60.6451612903226,72.3404255319149,70.8333333333334,0
Garrett Wolfe,2007,RB,83.6206896551724,82.5806451612903,59.5744680851064,52.0833333333333,52.9411764705882
D'Juan Woods,2007,WR,64.6551724137931,69.6774193548387,63.8297872340426,60.4166666666667,0
Dwayne Wright,2007,RB,58.6206896551724,47.7419354838709,53.1914893617021,50,29.4117647058824
Jared Zabransky,2007,QB,67.2413793103448,76.7741935483871,59.5744680851064,41.6666666666667,0
Erik Ainge,2008,QB,28.448275862069,29.6774193548387,0,35.4166666666667,0
Anthony Alridge,2008,RB,82.7586206896552,70.3225806451613,38.2978723404255,89.5833333333333,0
Gary Barnidge,2008,TE,62.9310344827587,67.741935483871,40.4255319148936,54.1666666666667,52.9411764705882
Earl Bennett,2008,WR,73.2758620689656,52.9032258064516,19.1489361702128,39.5833333333333,32.3529411764706
Martellus Bennett,2008,TE,53.448275862069,21.2903225806452,53.1914893617021,56.25,41.1764705882353
Yvenson Bernard,2008,RB,43.1034482758621,48.3870967741936,34.0425531914894,43.75,0
Davone Bess,2008,WR,51.7241379310345,64.5161290322581,42.5531914893617,56.25,23.5294117647059
Adam Bishop,2008,TE,33.6206896551724,53.5483870967742,23.4042553191489,45.8333333333333,50
Todd Blythe,2008,WR,58.6206896551724,67.741935483871,42.5531914893617,56.25,0
Cory Boyd,2008,RB,69.8275862068966,64.5161290322581,51.0638297872341,56.25,61.7647058823529
Mark Bradford,2008,WR,53.448275862069,54.8387096774193,63.8297872340426,60.4166666666667,44.1176470588235
Brandon Breazell,2008,WR,77.5862068965517,64.5161290322581,38.2978723404255,50,0
Alex Brink,2008,QB,29.3103448275862,48.3870967741936,27.6595744680851,43.75,0
Brian Brohm,2008,QB,44.8275862068966,54.1935483870968,36.1702127659575,50,0
Thomas Brown,2008,RB,69.8275862068966,51.6129032258065,61.7021276595745,77.0833333333334,61.7647058823529
Dorien Bryant,2008,WR,70.6896551724138,70.3225806451613,0,58.3333333333333,0
Keenan Burton,2008,WR,76.7241379310345,77.4193548387097,72.3404255319149,70.8333333333334,17.6470588235294
Andre Caldwell,2008,WR,84.4827586206897,78.7096774193548,48.936170212766,68.75,0
John Carlson,2008,TE,41.3793103448276,54.8387096774193,38.2978723404255,45.8333333333333,47.0588235294118
Jamaal Charles,2008,RB,82.7586206896552,75.4838709677419,38.2978723404255,64.5833333333334,0
Tashard Choice,2008,RB,75,70.3225806451613,53.1914893617021,58.3333333333333,47.0588235294118
Kellen Davis,2008,TE,67.2413793103448,46.4516129032258,27.6595744680851,56.25,52.9411764705882
Harry Douglas,2008,WR,68.9655172413793,90.3225806451613,40.4255319148936,60.4166666666667,0
Derek Fine,2008,TE,44.8275862068966,75.4838709677419,31.9148936170213,50,58.8235294117647
Jermichael Finley,2008,TE,43.9655172413793,52.9032258064516,25.531914893617,54.1666666666667,47.0588235294118
Joe Flacco,2008,QB,43.9655172413793,74.1935483870968,29.7872340425532,39.5833333333333,0
Matt Flynn,2008,QB,48.2758620689656,49.0322580645161,27.6595744680851,37.5,0
Matt Forte',2008,RB,80.1724137931034,72.9032258064516,48.936170212766,56.25,55.8823529411765
Pierre Garcon,2008,WR,80.1724137931034,69.0322580645161,63.8297872340426,70.8333333333334,47.0588235294118
Ryan Grice-Mullen,2008,WR,68.9655172413793,68.3870967741935,25.531914893617,56.25,38.2352941176471
James Hardy,2008,WR,72.4137931034483,72.9032258064516,42.5531914893617,70.8333333333334,41.1764705882353
Justin Harper,2008,WR,64.6551724137931,60.6451612903226,29.7872340425532,60.4166666666667,0
Joey Haynos,2008,TE,37.0689655172414,67.741935483871,38.2978723404255,66.6666666666667,38.2352941176471
Chad Henne,2008,QB,36.2068965517241,51.6129032258065,17.0212765957447,31.25,0
Marcus Henry,2008,WR,67.2413793103448,57.4193548387097,42.5531914893617,72.9166666666667,0
Dexter Jackson,2008,WR,86.2068965517241,74.8387096774194,34.0425531914894,64.5833333333334,0
Jaymar Johnson,2008,WR,72.4137931034483,78.7096774193548,44.6808510638298,56.25,29.4117647058824
Josh Johnson,2008,QB,72.4137931034483,26.4516129032258,51.0638297872341,39.5833333333333,35.2941176470588
Steve Johnson,2008,WR,67.2413793103448,58.0645161290322,46.8085106382979,62.5,35.2941176470588
Felix Jones,2008,RB,75,69.0322580645161,51.0638297872341,68.75,0
Kolo Kapanui,2008,TE,22.4137931034483,35.4838709677419,21.2765957446809,33.3333333333333,55.8823529411765
Dustin Keller,2008,TE,68.9655172413793,70.3225806451613,70.2127659574468,83.3333333333333,64.7058823529412
Sam Keller,2008,QB,29.3103448275862,58.0645161290322,10.6382978723404,33.3333333333333,0
Mario Manningham,2008,WR,64.6551724137931,40.6451612903226,44.6808510638298,54.1666666666667,35.2941176470588
Shaheer McBride,2008,WR,59.4827586206897,54.8387096774193,31.9148936170213,43.75,0
Marcus Monk,2008,WR,65.5172413793103,57.4193548387097,55.3191489361702,58.3333333333333,14.7058823529412
Evan Moore,2008,TE,50.8620689655172,57.4193548387097,23.4042553191489,39.5833333333333,35.2941176470588
Kenneth Moore,2008,WR,74.1379310344828,56.7741935483871,27.6595744680851,60.4166666666667,0
Anthony Morelli,2008,QB,24.1379310344828,34.8387096774194,21.2765957446809,35.4166666666667,35.2941176470588
Jordy Nelson,2008,WR,70.6896551724138,60.6451612903226,40.4255319148936,66.6666666666667,0
Kevin O'Connell,2008,QB,61.2068965517241,61.9354838709678,40.4255319148936,45.8333333333333,0
